Material,SiO2,TiO2,Al2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2OM,H2OP,SO2,SO3,V2O3,V2O5,ZnO,Fe,Ni,Co,S
GL,50.8542,1.8275,14.6451,,,,10.8689,,0.1943,7.0072,11.1018,,3.2114,0.1359,0.1789,,,,,,,,,,,,,,
GL,50.5625,1.8139,14.8876,,,,10.7331,,0.197,7.0994,10.9997,,3.2193,0.1379,0.202,,,,,,,,,,,,,,
GL,50.9391,1.569,15.3805,,,,9.6621,,0.1784,7.5486,11.377,,3.1597,0.1214,0.1632,,,,,,,,,,,,,,
GL,50.4132,1.63461,16.0431,,,10.0331,10.0127,,0.1905,7.63757,10.865,,3.18733,0.16037,0.18041,,,,,,,,,,,,,,
GL,50.6564,1.8551,15.1584,,,,10.3666,,0.1934,7.0595,10.7862,,3.3723,0.1503,0.2053,,,,,,,,,,,,,,
GL,50.7977,1.8862,13.8847,,,,12.1504,,0.2241,6.8217,10.7431,,2.7725,0.2121,0.2322,,,,,,,,,,,,,,
GL,50.4679,1.6098,15.7896,,,,9.7795,,0.1835,7.7831,11.0738,,3.0908,0.1397,0.1751,,,,,,,,,,,,,,
GL,50.5151,1.7279,15.4842,,,,10.0948,,0.1761,7.4926,11.0155,,3.1627,0.1316,0.1838,,,,,,,,,,,,,,
GL,50.828,1.4499,14.9224,,,,9.6211,,0.1799,7.7097,12.0286,,2.6746,0.195,0.154,,,,,,,,,,,,,,
GL,51.0916,1.314,15.0545,,,,9.2107,,0.1651,7.9539,12.1072,,2.5552,0.1621,0.141,,,,,,,,,,,,,,
GL,50.8902,1.435,14.9361,,,,9.5968,,0.1803,7.6853,11.7624,,2.6981,0.1934,0.1538,,,,,,,,,,,,,,
GL,51.0082,1.3677,15.0148,,,,9.4457,,0.1759,7.7908,11.9904,,2.6201,0.1737,0.1522,,,,,,,,,,,,,,
GL,50.826,1.8487,14.1675,,,,11.3611,,0.2137,6.5499,10.7236,,2.942,0.2969,0.2098,,,,,,,,,,,,,,
GL,50.8492,1.8835,14.1047,,,,11.4928,,0.2036,6.5292,10.7222,,2.9509,0.2933,0.2197,,,,,,,,,,,,,,
GL,50.8639,1.8721,14.1011,,,11.7523,11.6663,,0.1953,6.5671,10.7886,,2.9454,0.2833,0.2056,,,,,,,,,,,,,,
GL,50.7439,1.8458,14.1827,,,,11.6031,,0.2,6.6096,10.8535,,2.9211,0.2927,0.2071,,,,,,,,,,,,,,
GL,50.6702,1.8451,14.228,,,,11.5388,,0.2015,6.5983,10.8652,,2.9174,0.2843,0.206,,,,,,,,,,,,,,
GL,52.2773,1.57258,15.2412,,,10.3611,10.3017,,0.1712,7.13208,10.2002,,2.99769,0.19113,0.15089,,,,,,,,,,,,,,
GL,50.7523,1.805,14.3014,,,,11.4502,,0.1966,6.7647,10.9707,,2.8889,0.2778,0.2069,,,,,,,,,,,,,,
GL,50.7457,1.7902,14.2918,,,,11.4126,,0.2019,6.71,10.9341,,2.9102,0.2807,0.1984,,,,,,,,,,,,,,
GL,50.7489,1.976,13.9185,,,,12.2222,,0.2029,6.1517,10.5176,,3.1591,0.3049,0.2179,,,,,,,,,,,,,,
GL,51.0425,1.8632,14.7891,,,,10.8931,,0.1885,6.6103,10.5513,,3.0204,0.3165,0.2238,,,,,,,,,,,,,,
GL,51.929,1.3063,16.4216,,,9.01812,9.0097,,0.1443,8.0416,10.0326,,2.9326,0.1295,0.1084,,,,,,,,,,,,,,
GL,50.8366,1.8298,14.25,,,,11.4923,,0.2107,6.6706,10.8864,,2.9577,0.2975,0.2136,,,,,,,,,,,,,,
GL,50.8033,1.8236,14.2867,,,,11.5285,,0.2072,6.6561,10.8662,,2.9607,0.2874,0.2057,,,,,,,,,,,,,,
GL,50.8697,1.9074,14.0866,,,,11.7272,,0.2084,6.3999,10.8289,,2.9834,0.3014,0.2127,,,,,,,,,,,,,,
GL,50.8831,1.8468,14.3171,,,,11.3553,,0.2105,6.6764,10.9273,,2.9328,0.2967,0.2102,,,,,,,,,,,,,,
GL,50.9021,1.9676,14.0977,,,,11.8818,,0.2254,6.3858,10.586,,3.0332,0.3145,0.229,,,,,,,,,,,,,,
GL,50.4579,1.7382,15.0036,,,,10.6043,,0.1967,7.1355,10.9694,,2.9447,0.3133,0.2211,,,,,,,,,,,,,,
GL,51.9058,1.3154,16.365,,,,9.083,,0.1512,8.0261,10.0577,,2.901,0.1412,0.1156,,,,,,,,,,,,,,
GL,50.7287,2.1559,14.141,,,,12.0454,,0.2143,5.9923,10.2238,,3.1036,0.3682,0.257,,,,,,,,,,,,,,
GL,50.9116,1.10242,15.6373,,,9.11915,,,,8.25734,12.4161,,2.58543,0.04008,0.09019,,,,,,,,,,,,74.9,42.2,
GL,50.4333,1.1609,16.1702,,,9.05263,,,,8.50125,12.0902,,2.62657,0.0401,0.10025,,,,,,,,,,,,111.6,41.9,
GL,51.3635,1.24997,15.3378,,,9.52907,,,,7.83211,11.9892,,2.69103,0.05021,0.10041,,,,,,,,,,,,84.2,41.9,
GL,50.8576,1.9629,13.9757,,,,11.6468,,0.2072,6.6893,10.8434,,2.8866,0.2411,0.2154,,,,,,,,,,,,,,
GL,50.8887,1.1857,15.438,,,,9.0355,,0.1651,8.52,12.275,,2.4803,0.0701,0.1138,,,,,,,,,,,,,,
GL,51.1093,1.7204,14.2282,,,,10.9459,,0.2044,7.2635,11.3987,,2.6388,0.1326,0.184,,,,,,,,,,,,,,
GL,51.2614,1.3871,14.6574,,,,10.1067,,0.1884,7.9975,11.9235,,2.5192,0.0837,0.1199,,,,,,,,,,,,,,
GL,51.4247,1.8028,14.0751,,,,11.3612,,0.2057,7.1718,11.0818,,2.7139,0.1328,0.176,,,,,,,,,,,,,,
GL,50.51,2.03,14.52,,,,10.907,,0.21,6.84,10.97,,2.94,0.29,0.25,,,,,,,,,,,,,,
GL,50.73,1.95,13.72,,,,12.08,,0.22,6.66,10.91,,2.89,0.11,0.18,,,,,,,,,,,,,,
GL,50.59,2.01,14.35,,,,11.055,,0.21,6.82,11.01,,2.94,0.27,0.23,,,,,,,,,,,,,,
GL,50.72,2.53,13.23,,,,13.106,,0.22,6.24,10.15,,2.89,0.11,0.25,,,,,,,,,,,,,,
GL,50.62,1.92,13.93,,,,11.655,,0.22,6.94,11.08,,2.83,0.09,0.16,,,,,,,,,,,,,,
GL,50.86,1.85,13.94,,,,11.628,,0.22,7.11,11.18,,2.67,0.08,0.15,,,,,,,,,,,,,,
GL,50.82,2.41,13.58,,,,12.72,,0.23,5.59,9.67,,3.14,0.18,0.4,,,,,,,,,,,,,,
GL,50.8,1.64,14.31,,,,10.573,,0.2,7.38,11.62,,2.72,0.08,0.13,,,,,,,,,,,,,,
GL,50.24,2.03,14.57,,,,10.895,,0.21,6.77,10.97,,2.92,0.3,0.25,,,,,,,,,,,,,,
GL,50.06,1.96,14.31,,,,11.117,,0.21,7.05,11.4,,2.85,0.16,0.18,,,,,,,,,,,,,,
GL,50.11,1.93,14.4,,,,11.022,,0.21,7.25,11.3,,2.76,0.19,0.19,,,,,,,,,,,,,,
GL,50.38,1.82,14.03,,,,11.397,,0.22,7.12,11.41,,2.82,0.1,0.14,,,,,,,,,,,,,,
GL,50.52,1.56,14.5,,,,10.292,,0.19,7.81,12.01,,2.55,0.11,0.13,,,,,,,,,,,,,,
GL,49.67,1.84,15.15,,,,10.215,,0.2,7.27,11.33,,3.01,0.25,0.2,,,,,,,,,,,,,,
GL,50.6321,1.97355,15.0671,,,10.9913,,,,6.89099,11.0518,,2.96192,0.29216,0.25186,,,,,,,,,,,,78.9,39.8,
GL,50.868,1.89635,14.2413,,,12.1737,,,,6.71168,10.9947,,2.91243,0.11085,0.1814,,,,,,,,,,,,49.9,42.3,
GL,50.7021,1.95372,14.8877,,,11.1402,,,,6.86946,11.0898,,2.96132,0.27196,0.23167,,,,,,,,,,,,76.2,38.1,
GL,50.858,2.4604,13.7326,,,13.2117,,,,6.28842,10.2288,,2.91243,0.11085,0.25194,,,,,,,,,,,,53.7,39.7,
GL,50.7577,1.86718,14.4592,,,11.7505,,,,6.99385,11.166,,2.85196,0.0907,0.16124,,,,,,,,,,,,58.5,41.1,
GL,50.8753,1.79476,14.4347,,,11.692,,,,7.14788,11.2396,,2.68423,0.08043,0.1508,,,,,,,,,,,,61.7,40.9,
GL,51.3307,2.36083,14.199,,,12.9124,,,,5.67455,9.81626,,3.18749,0.18272,0.40605,,,,,,,,,,,,51.3,37.2,
GL,50.928,1.59456,14.8507,,,10.6499,,,,7.43577,11.7078,,2.74055,0.0806,0.13098,,,,,,,,,,,,73.8,38.6,
GL,50.5244,1.97994,15.1679,,,11.0067,,,,6.84253,11.0875,,2.95128,0.30321,0.25268,,,,,,,,,,,,54.5,40.5,
GL,50.2671,1.90877,14.8747,,,11.2221,,,,7.11474,11.5047,,2.87617,0.16147,0.18165,,,,,,,,,,,,80.1,41,
GL,50.2869,1.87842,14.9592,,,11.1145,,,,7.31215,11.3969,,2.78366,0.19163,0.19163,,,,,,,,,,,,73.5,40.9,
GL,50.5222,1.77011,14.5645,,,11.4896,,,,7.17597,11.4997,,2.84217,0.10079,0.1411,,,,,,,,,,,,59.8,43.1,
GL,50.5302,1.51327,15.0131,,,10.3438,,,,7.85082,12.0728,,2.56333,0.11057,0.13068,,,,,,,,,,,,76,42,
GL,49.9562,1.7948,15.7733,,,10.3204,,,,7.34863,11.4525,,3.04256,0.2527,0.20216,,,,,,,,,,,,73.7,39.7,
GL,50.37,2.33,14.29,,,12.19,11.79,,0.21,5.8,10.65,,3.15,0.44,0.29,,,0.47,,,,,,,,,,,
GL,50.58,1.61,14.55,,,,10.67,,0.19,7.28,11.9,,2.58,0.1,0.14,,,,,,,,,,,,94,44,
GL,49.12,0.91,16.68,,,,8.1,,0.15,9.7,12.74,,2.16,0.03,0.12,,,,,,,,,,,,,,
WR,50.03,1,15.81,,,,9.06,,0.25,8.63,12.69,,2.36,0.08,0.08,,,,,,,,,,,,124,49,
GL,50.49,1.61,15.12,,,10.37,10.37,,0.18,7.42,11.49,,2.64,0.12,0.15,,,0.2,,,,,,,,,112,48,
GL,50.84,1.7,14.28,,,11.01,,,0.19,7.02,11.53,,2.75,0.12,0.15,,,,,,,,,,,,,,
GL,50.73,1.71,14.36,,,10.85,10.85,,0.18,7.07,11.66,,2.72,0.13,0.16,,,,,,,,,,,,71,45,
GL,50.69,1.69,14.2,,,11.04,,,0.2,7.1,11.63,,2.76,0.13,0.15,,,,,,,,,,,,,,
GL,50.54,1.79,14.59,,,10.77,,,0.17,6.95,11.64,,2.74,0.22,0.16,,,,,,,,,,,,,,
GL,50.36,1.82,14.65,,,10.78,,,0.17,7.03,11.64,,2.75,0.21,0.16,,,,,,,,,,,,,,
GL,50.2,1.82,14.49,,,10.88,,,0.18,6.99,11.75,,2.76,0.22,0.19,,,,,,,,,,,,,,
GL,50.43,1.81,14.57,,,10.65,,,0.18,7.08,11.72,,2.73,0.21,0.17,,,,,,,,,,,,,,
GL,50.5,1.81,14.69,,,10.74,,,0.18,7.02,11.62,,2.66,0.21,0.17,,,,,,,,,,,,,,
GL,50.17,1.78,14.6,,,10.7,,,0.2,7.06,11.8,,2.72,0.22,0.18,,,,,,,,,,,,,,
GL,50.86,1.73,14.33,,,10.95,10.95,,0.2,6.95,11.55,,2.77,0.11,0.15,,,,,,,,,,,,70,46,
GL,50.38,1.79,14.36,,,11.03,,,0.2,7.04,11.68,,2.81,0.12,0.16,,,,,,,,,,,,,,
GL,50.45,1.73,14.34,,,11.09,,,0.22,6.99,11.69,,2.81,0.1,0.16,,,,,,,,,,,,,,
GL,50.62,1.3,14.99,,,9.18,9.18,,0.17,7.71,12.63,,2.75,0.09,0.1,,,,,,,,,,,,102,47,
GL,50.57,2.14,14.1,,,,11.63,,0.2,6.24,11.03,,3.07,0.22,0.22,,,,,,,,,,,,66,46,
GL,50.41,2.93,12.79,,,14.99,,,0.26,5.32,9.54,,2.85,0.17,0.28,,,,,,,,,,,,,,
GL,50.94,2.88,12.64,,,14.47,,,0.23,5.3,9.47,,3.07,0.18,0.28,,,,,,,,,,,,,,
WR,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,
GL,50.61,2.94,12.76,,,14.84,,,0.26,5.36,9.57,,2.77,0.18,0.28,,,,,,,,,,,,,,
GL,50.62,2.64,13.15,,,13.71,,,0.25,5.74,9.92,,3.08,0.14,0.26,,,,,,,,,,,,,,
GL,50.76,2.59,13.09,,,13.66,,,0.23,5.8,9.86,,3.08,0.15,0.26,,,,,,,,,,,,40,45,
GL,50.82,2.61,13.1,,,13.67,,,0.24,5.7,9.86,,3.06,0.15,0.27,,,,,,,,,,,,,,
GL,50.79,2.66,13.11,,,13.64,,,0.23,5.72,9.86,,3.06,0.15,0.26,,,,,,,,,,,,,,
GL,50.69,2.87,12.69,,,14.75,,,0.25,5.24,9.5,,3.05,0.18,0.3,,,,,,,,,,,,,,
GL,50.8,2.09,13.84,,,12.27,,,0.24,6.38,10.69,,2.96,0.12,0.18,,,,,,,,,,,,,,
GL,50.83,1.64,14.86,,,,10.41,,0.15,6.81,11.66,,2.8,0.32,0.19,,,0.3,,,,,,,,,,,
GL,50.89,1.54,14.75,,,10.09,10.09,,0.2,7.1,12.06,,2.66,0.1,0.13,,,,,,,,,,,,112,64,
GL,50.85,1.6,14.68,,,10.14,,,0.18,7.19,12.04,,2.65,0.11,0.14,,,,,,,,,,,,,,
GL,51.19,1.7,14.75,,,10.21,,,0.21,6.61,11.44,,2.9,0.32,0.21,,,,,,,,,,,,,,
GL,51.01,1.72,14.59,,,10.51,10.54,,0.23,6.48,11.58,,2.91,0.31,0.21,,,0.31,,,,,,,,,,,
GL,51.14,1.69,14.68,,,10.33,,,0.19,6.57,11.53,,2.93,0.31,0.19,,,,,,,,,,,,,,
GL,51.12,1.82,14.09,,,11.19,,,0.21,6.65,11.45,,2.79,0.12,0.15,,,,,,,,,,,,,,
GL,50.97,2.16,13.95,,,,11.55,,0.22,6.78,10.83,,2.84,0.16,0.24,,,,,,,,,,,,,,
GL,49.85,1.15,15.94,,,,8.88,,0.19,8.72,12.41,,2.41,0.06,0.16,,,,,,,,,,,,,,
GL,50.96,2.13,13.73,,,12.17,,,0.22,6.09,11.01,,2.92,0.14,0.18,,,,,,,,,,,,,45,
GL,51.01,2.16,13.66,,,12.21,,,0.24,6.06,10.95,,2.9,0.13,0.2,,,,,,,,,,,,,,
GL,50.98,2.21,13.67,,,12.1,,,0.23,6.15,10.99,,2.87,0.15,0.2,,,,,,,,,,,,,,
GL,50.99,2.14,13.7,,,12.05,,,0.24,6.12,11.06,,2.9,0.14,0.19,,,,,,,,,,,,,,
GL,50.76,1.93,14.35,,,11.17,,,0.21,6.63,11.48,,2.81,0.12,0.17,,,,,,,,,,,,,,
GL,50.99,1.94,14.05,,,11.32,,,0.21,6.5,11.47,,2.78,0.13,0.17,,,,,,,,,,,,,,
GL,51.18,1.88,14,,,11.14,,,0.21,6.59,11.42,,2.81,0.12,0.17,,,,,,,,,,,,,,
GL,51.17,1.94,14.14,,,11.19,,,0.2,6.6,11.25,,2.77,0.13,0.15,,,,,,,,,,,,,,
GL,51.18,1.92,14.07,,,11.01,,,0.21,6.65,11.41,,2.81,0.13,0.15,,,,,,,,,,,,,,
GL,50.92,1.92,14.09,,,11.25,,,0.21,6.69,11.4,,2.81,0.12,0.16,,,,,,,,,,,,,,
GL,51.03,1.92,14.15,,,11.18,,,0.21,6.62,11.34,,2.81,0.12,0.18,,,,,,,,,,,,,,
GL,51.03,1.93,14.09,,,11.37,,,0.21,6.5,11.34,,2.82,0.12,0.17,,,,,,,,,,,,,,
GL,51.02,1.92,14.23,,,11.14,11.14,,0.21,6.6,11.39,,2.81,0.13,0.17,,,,,,,,,,,,71,51,
GL,51.37,1.53,14.5,,,10.13,,,0.2,7,12,,2.6,0.1,0.14,,,,,,,,,,,,,,
GL,51.31,1.59,14.55,,,10.2,,,0.21,7,11.91,,2.61,0.1,0.13,,,,,,,,,,,,,,
GL,51.26,1.77,14.22,,,10.8,,,0.19,6.8,11.46,,2.78,0.12,0.17,,,,,,,,,,,,,,
GL,51.04,1.78,14.28,,,10.99,,,0.21,6.82,11.41,,2.76,0.12,0.16,,,,,,,,,,,,,,
GL,51.28,1.75,14.29,,,10.63,8.05,,0.22,6.8,11.56,,2.77,0.12,0.15,,,,,,,,,,,,,,
GL,51.28,1.91,14.04,,,11.17,,,0.22,6.52,11.36,,2.79,0.14,0.16,,,,,,,,,,,,90,45,
GL,51.26,1.77,14.22,,,10.54,10.8,,0.19,6.8,11.46,,2.78,0.12,0.17,,,,,,,,,,,,72,50,
GL,51.05,1.66,14.42,,,10.45,,,0.2,7.05,11.71,,2.8,0.12,0.15,,,,,,,,,,,,,,
GL,50,1.89,15.94,,,,9.97,,0.19,6.93,10.84,,3.11,0.42,0.27,,,,,,,,,,,,114,48,
WR,50.74,1.67,14.42,,,,10.82,,0.2,7.32,11.82,,2.74,0.12,0.15,,,,,,,,,,,,74,40,
GL,51.33,2.45,13.22,,,,13.2,,0.25,5.45,10.04,,3.2,0.19,0.21,,,,,,,,,,,,46,49,
GL,51.2,2.46,13.23,,,13.32,,,0.25,5.45,10.09,,3.11,0.2,0.24,,,,,,,,,,,,,,
GL,51.41,2.33,13.33,,,12.85,,,0.23,5.59,10.27,,3.15,0.19,0.21,,,,,,,,,,,,50,44,
GL,51.32,1.54,14.48,,,10.32,,,0.21,7.05,11.91,,2.59,0.1,0.11,,,,,,,,,,,,,,
GL,51.37,1.55,14.41,,,10.26,,,0.19,6.98,11.97,,2.64,0.1,0.12,,,,,,,,,,,,,,
GL,51.26,1.59,14.42,,,10.35,,,0.19,6.94,12,,2.64,0.12,0.1,,,,,,,,,,,,,,
GL,51.32,1.55,14.57,,,10.33,,,0.19,6.99,11.85,,2.65,0.1,0.11,,,,,,,,,,,,,,
GL,51.43,1.6,14.56,,,10.23,,,0.2,6.86,11.96,,2.61,0.1,0.12,,,,,,,,,,,,,,
GL,51.34,1.54,14.52,,,10.15,,,0.21,7.06,11.93,,2.65,0.1,0.11,,,,,,,,,,,,,,
GL,51.32,1.56,14.49,,,10.18,10.18,,0.19,7.05,11.93,,2.67,0.1,0.12,,,,,,,,,,,,81,50,
GL,50.26,1.75,15.63,,,,9.63,,0.2,7.38,11.22,,2.88,0.38,0.21,,,,,,,,,,,,137,54,
GL,50.95,2.18,14.06,,,11.58,,,0.21,6.34,11.03,,2.9,0.16,0.19,,,,,,,,,,,,,,
WR,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,
GL,56.26,2.49,13.06,,,,12.84,,0.27,2.91,6.77,,3.95,0.62,0.34,,,,,,,,,,,,,,
GL,55.61,2.64,13.05,,,,13.31,,0.25,2.89,6.64,,4.07,0.66,0.39,,,,,,,,,,,,,,
GL,56.36,2.48,13.03,,,,12.81,,0.25,2.83,6.53,,4.15,0.66,0.39,,,,,,,,,,,,,,
GL,50.5,2.49,13.64,,,,12.74,,0.25,6.03,10.52,,2.96,0.23,0.23,,,,,,,,,,,,,,
GL,57.45,1.99,12.37,,,,13.93,,0.28,1.84,5.9,,4.24,0.79,0.68,,,,,,,,,,,,,,
GL,57.56,2,12.31,,,13.85,13.85,,0.27,1.81,6.09,,4.12,0.72,0.73,,,,,,,,,,,,,,
GL,51.412,2.24,13.44,,,,12.93,,0.25,5.73,10.05,,3.13,0.18,0.21,,,,,,,,,,,,32,47.6,
GL,51.602,3.63,11.79,,,,17.01,,0.32,3.27,7.61,,3.41,0.38,0.53,,,,,,,,,,,,4.52,38.3,
GL,51.7,3.57,11.81,,,,16.81,,0.31,3.25,7.63,,3.46,0.41,0.56,,,,,,,,,,,,,,
GL,51.78,3.66,11.83,,,,16.78,,0.34,3.24,7.64,,3.26,0.41,0.59,,,,,,,,,,,,,,
GL,54.21,2.73,12.07,,,,15.83,,0.33,2.54,6.77,,3.69,0.57,0.73,,,,,,,,,,,,,,
GL,54.05,2.79,12.12,,,,15.81,,0.3,2.53,6.95,,3.64,0.58,0.74,,,,,,,,,,,,,,
GL,54.173,2.74,12.12,,,,15.62,,0.3,2.51,6.84,,3.84,0.59,0.74,,,,,,,,,,,,2.61,29.5,
GL,52.05,2.42,13.16,,,,13.69,,0.25,4.89,9.17,,3.32,0.31,0.3,,,,,,,,,,,,,,
GL,51.375,2.59,13.24,,,,13.31,,0.21,5.28,10.27,,3.01,0.2,0.23,,,,,,,,,,,,27.2,43.8,
GL,52.55,2.53,13.12,,,,13.3,,0.26,4.78,8.96,,3.35,0.34,0.31,,,,,,,,,,,,,,
GL,51.9,2.7,13.09,,,,13.7,,0.26,4.78,9.2,,3.27,0.28,0.41,,,,,,,,,,,,,,
WR,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,
GL,52.09,2.63,13.31,,,,13.42,,0.23,5.03,9.44,,3.04,0.29,0.42,,,,,,,,,,,,,,
GL,52.18,2.66,13.15,,,,13.39,,0.22,4.89,9.3,,3.37,0.28,0.44,,,,,,,,,,,,,,
GL,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6,40.2,
GL,52.07,2.69,13.18,,,,13.67,,0.24,4.85,9.26,,3.32,0.28,0.38,,,,,,,,,,,,,,
GL,50.83,2.53,13.46,,,,13.32,,0.27,5.71,10.37,,2.98,0.18,0.25,,,,,,,,,,,,,,
GL,51.637,2.44,13.42,,,,12.86,,0.25,5.66,10.19,,2.91,0.19,0.19,,,,,,,,,,,,60,47,
GL,51.17,2.63,13.45,,,,12.99,,0.28,5.7,10.22,,2.97,0.2,0.25,,,,,,,,,,,,,,
GL,50.89,2.5,13.48,,,,13.26,,0.24,5.76,10.38,,2.96,0.19,0.23,,,,,,,,,,,,,,
GL,50.85,2.57,13.43,,,,13.44,,0.26,5.74,10.26,,2.96,0.2,0.2,,,,,,,,,,,,,,
GL,51.24,1.48,15.05,,,,9.63,,0.19,7.31,12,,2.47,0.13,0.15,,,,,,,,,,,,,,
GL,51.106,1.54,14.87,,,,9.82,,0.18,7.39,11.97,,2.52,0.13,0.14,,,,,,,,,,,,81,41.5,
GL,51.14,1.51,14.92,,,,9.82,,0.18,7.38,11.98,,2.47,0.12,0.13,,,,,,,,,,,,,,
GL,51.17,1.52,14.93,,,,9.85,,0.16,7.35,11.94,,2.49,0.13,0.12,,,,,,,,,,,,,,
GL,50.84,1.53,15.01,,,,10.11,,0.19,7.32,11.98,,2.48,0.13,0.13,,,,,,,,,,,,,,
GL,50.55,1.9,14.32,,,,11.6,,0.19,6.73,11.38,,2.86,0.13,0.13,,,,,,,,,,,,,,
GL,50.74,1.88,14.33,,,,11.44,,0.2,6.78,11.27,,2.83,0.12,0.16,,,,,,,,,,,,,,
GL,51.06,1.69,14.63,,,,10.87,,0.2,6.87,11.42,,2.7,0.12,0.14,,,,,,,,,,,,100,44,
GL,50.86,1.74,14.38,,,,10.8,,0.18,7.07,11.74,,2.69,0.11,0.15,,,,,,,,,,,,,,
GL,50.954,1.77,14.46,,,,10.84,,0.21,6.99,11.56,,2.69,0.12,0.13,,,,,,,,,,,,64.4,45.8,
GL,50.68,1.77,14.59,,,,10.88,,0.21,7.06,11.66,,2.65,0.13,0.13,,,,,,,,,,,,,,
GL,50.92,1.83,14.38,,,,10.93,,0.2,6.9,11.51,,2.75,0.12,0.16,,,,,,,,,,,,,,
GL,50.94,2.33,13.8,,,12.44,12.44,,0.2,6.36,10.73,,2.75,0.16,0.2,,,,,,,,,,,,,,
GL,50.78,2.43,13.86,,,,12.66,,0.24,6.3,10.59,,2.75,0.15,0.2,,,,,,,,,,,,,,
GL,50.816,2.34,13.98,,,,12.45,,0.23,6.31,10.77,,2.71,0.16,0.19,,,,,,,,,,,,70,44,
GL,51.03,2.37,13.77,,,,12.39,,0.21,6.27,10.72,,2.75,0.16,0.24,,,,,,,,,,,,,,
GL,50.8,2.36,13.9,,,,12.63,,0.23,6.25,10.72,,2.74,0.16,0.21,,,,,,,,,,,,,,
WR,50.63,2.28,13.58,,,,12.84,,0.28,6.61,10.65,,2.65,0.27,0.22,,,,,,,,,,,,72,41,
GL,50.25,2.28,14.13,,,,12,,0.25,6.84,11.25,,2.64,0.18,0.21,,,,,,,,,,,,,,
GL,50.804,2.28,14.23,,,,11.94,,0.22,6.67,11.09,,2.27,0.16,0.21,,,,,,,,,,,,66,45.6,
GL,50.78,2.16,14.18,,,,11.82,,0.23,6.71,10.98,,2.63,0.16,0.21,,,,,,,,,,,,,,
GL,50.87,2.31,14.13,,,,11.73,,0.2,6.68,11.02,,2.61,0.17,0.2,,,,,,,,,,,,,,
GL,50.82,2.29,14.15,,,,11.83,,0.22,6.64,10.95,,2.62,0.17,0.2,,,,,,,,,,,,,,
GL,50.91,2.6,13.73,,,,12.6,,0.22,6.04,10.64,,2.94,0.22,0.2,,,,,,,,,,,,,,
GL,50.66,2.36,13.57,,,12.56,12.69,,0.21,6.04,10.67,,2.75,0.22,0.22,,,0.32,,,,,,,,,55.3,45,
GL,50.65,2.6,13.69,,,,12.77,,0.23,6.05,10.6,,2.9,0.21,0.24,,,,,,,,,,,,,,
GL,50.27,3.2,12.8,,,,15.42,,0.31,4.95,9.1,,3.32,0.26,0.3,,,,,,,,,,,,,,
GL,50.274,3.21,12.91,,,,15.33,,0.25,4.93,9.12,,3.29,0.26,0.28,,,,,,,,,,,,72.7,45.8,
GL,50.41,3.12,12.76,,,,15.45,,0.3,4.87,9.15,,3.3,0.26,0.27,,,,,,,,,,,,,,
GL,50.18,3.25,12.82,,,,15.5,,0.28,4.98,9.21,,3.2,0.26,0.26,,,,,,,,,,,,,,
GL,50.36,3.15,12.72,,,,15.49,,0.27,4.9,9.07,,3.34,0.26,0.33,,,,,,,,,,,,,,
GL,50.48,3.17,12.91,,,,15.22,,0.29,4.84,9.15,,3.28,0.25,0.27,,,,,,,,,,,,,,
GL,50.72,2.16,14.13,,,,11.88,,0.2,6.46,10.95,,2.92,0.19,0.19,,,,,,,,,,,,,,
GL,49.94,2.51,13.4,,,,14.66,,0.26,5.59,9.93,,3.27,0.23,0.29,,,,,,,,,,,,,,
GL,50.76,2.53,13.43,,,,13.93,,0.27,5.41,9.96,,3.22,0.23,0.24,,,,,,,,,,,,,,
GL,50.504,2.25,13.87,,,,12.85,,0.24,6.1,10.62,,3.06,0.19,0.25,,,,,,,,,,,,71.9,45,
WR,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,
GL,51.28,2.33,13.76,,,,12.21,,0.23,5.92,10.62,,3.05,0.2,0.2,,,,,,,,,,,,,,
GL,51.42,2.19,13.85,,,,11.84,,0.21,6.07,10.73,,3.05,0.188,0.19,,,,,,,,,,,,,,
GL,51.22,2.17,13.85,,,,11.78,,0.25,6.13,10.67,,3.07,0.19,0.22,,,,,,,,,,,,,,
GL,51.12,2.23,13.91,,,,12.03,,0.21,6.16,10.63,,3.08,0.19,0.23,,,,,,,,,,,,,,
GL,51.39,2.32,13.84,,,,11.73,,0.22,6.13,10.61,,3.06,0.19,0.22,,,,,,,,,,,,,,
GL,50.724,2.57,13.22,,,,13.75,,0.23,5.62,10.06,,3.3,0.21,0.2,,,,,,,,,,,,31.6,47.9,
GL,50.68,2.59,13.33,,,,13.75,,0.23,5.63,10.05,,3.25,0.2,0.21,,,,,,,,,,,,,,
GL,50.68,2.72,13.28,,,,13.73,,0.21,5.59,9.98,,3.27,0.21,0.24,,,,,,,,,,,,,,
GL,50.67,2.46,13.5,,,,13.29,,0.21,5.86,10.27,,3.26,0.19,0.2,,,,,,,,,,,,,,
